NAME,clase,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,D13,D14,_NormalizedVDWVD1075,_PolarityD1075,_SecondaryStrD3025,_PolarityD3100,_ChargeD1100,_SecondaryStrT23,_PolarityD3025,_NormalizedVDWVC1,_NormalizedVDWVC3,_HydrophobicityT23,_SolventAccessibilityD1025,_PolarityD1100,_NormalizedVDWVD2100,_ChargeD3050,_PolarityD2001,_SolventAccessibilityD2025,_HydrophobicityD3050,_PolarityT12,_PolarityT13,_ChargeT23,_HydrophobicityD2100,_SolventAccessibilityD3001,_ChargeD1075,_SecondaryStrD1075,_PolarizabilityD2050,_SolventAccessibilityD3100,_PolarizabilityD1075,_HydrophobicityD3025,_PolarizabilityD3025,_SecondaryStrD3050,_SolventAccessibilityD2050,_HydrophobicityD2001,_SecondaryStrD2075,_PolarityD3050,_PolarityD1001,_ChargeD2075,_NormalizedVDWVD3025,_SolventAccessibilityD1100,_SecondaryStrD1100,_NormalizedVDWVD1001,_NormalizedVDWVD2050,_NormalizedVDWVC2,_PolarizabilityC2,_PolarizabilityC3,_NormalizedVDWVD3001,_PolarizabilityC1,_SecondaryStrC2,_SecondaryStrC3,_ChargeT12,_ChargeT13,_ChargeD1001,_ChargeD1025,_NormalizedVDWVD2025,_NormalizedVDWVD3050,_SecondaryStrD1025,_SolventAccessibilityD1050,_PolarizabilityD3001,_PolarityD2075,_SecondaryStrD3001,_ChargeD2025,_HydrophobicityD2050,_PolarizabilityD1100,_HydrophobicityC1,_HydrophobicityC2,_SolventAccessibilityD2100,_PolarizabilityD2001,_PolarizabilityD1025,_NormalizedVDWVT13,_PolarizabilityD3050,_SolventAccessibilityT13,_SolventAccessibilityT12,_PolarityD1050,_ChargeD3075,_SolventAccessibilityD1001,_HydrophobicityC3,_HydrophobicityD3100,_SecondaryStrD1050,_ChargeD3001,_SecondaryStrD2050,_PolarityD2025,_NormalizedVDWVD2001,_HydrophobicityD3075,_SecondaryStrD2025,_SolventAccessibilityD2001,_HydrophobicityD1025,_ChargeD1050,_SolventAccessibilityD3025,_PolarizabilityD3075,_PolarityD2100,_SecondaryStrD3100,_PolarizabilityT13,_PolarizabilityT12,_SecondaryStrD2001,_NormalizedVDWVD1050,_PolarizabilityD1050,_SolventAccessibilityT23,_ChargeC3,_ChargeC2,_ChargeC1,_NormalizedVDWVT23,_NormalizedVDWVD3100,_PolarizabilityD2025,_SolventAccessibilityD3075,_HydrophobicityD2075,_HydrophobicityD1075,_ChargeD2050,_ChargeD3100,_SecondaryStrC1,_ChargeD3025,_PolarityD3001,_PolarityD3075,_PolarityD1025,_SecondaryStrT13,_SecondaryStrT12,_HydrophobicityD1001,_SolventAccessibilityD1075,_HydrophobicityD1050,_HydrophobicityT13,_HydrophobicityT12,_SecondaryStrD1001,_NormalizedVDWVD1100,_NormalizedVDWVD3075,_NormalizedVDWVD1025,_SolventAccessibilityD2075,_SecondaryStrD2100,_PolarizabilityD3100,_SecondaryStrD3075,_NormalizedVDWVT12,_PolarizabilityT23,_SolventAccessibilityD3050,_PolarityT23,_PolarityD2050,_HydrophobicityD2025,_PolarizabilityD2075,_HydrophobicityD3001,_HydrophobicityD1100,_ChargeD2001,_SolventAccessibilityC1,_SolventAccessibilityC2,_SolventAccessibilityC3,_PolarizabilityD1001,_NormalizedVDWVD2075,_ChargeD2100,_PolarizabilityD2100,_PolarityC1,_PolarityC3,_PolarityC2
1tu6,0,2,0.78,0.715,3,0.78,0.64,1,1,0.64,21,18,9,1070.1,643.0666667,68.493,75.799,24.658,98.63,98.63,0.252,19.635,0.365,0.247,0.275,25.114,99.087,96.347,39.726,1.826,24.658,56.164,0.115,0.055,0.138,98.174,1.826,68.037,74.886,46.575,99.087,70.32,25.114,31.507,46.575,47.945,1.37,69.863,51.598,3.196,75.799,31.507,97.717,99.087,1.37,52.511,0.333,0.406,0.247,4.11,0.329,0.265,0.347,0.183,0.009,4.566,19.178,25.114,51.598,22.831,53.881,4.11,73.516,1.826,25.114,48.402,97.26,0.333,0.393,98.63,1.826,23.288,0.193,51.598,0.206,0.275,51.142,54.795,1.37,0.256,99.087,50.228,2.283,49.772,24.658,3.196,77.169,26.484,2.283,24.658,50.228,23.744,79.909,98.174,98.174,0.174,0.326,3.196,47.032,47.489,0.119,0.087,0.776,0.119,0.151,99.087,24.658,69.406,69.863,73.059,50.685,85.845,0.37,26.027,4.566,79.909,25.571,0.261,0.17,2.283,76.712,47.945,0.142,0.252,1.37,98.174,79.909,23.288,73.059,97.717,99.087,73.516,0.284,0.188,45.662,0.069,46.119,23.744,73.973,3.196,98.63,1.37,0.429,0.333,0.219,1.37,75.799,99.087,98.174,0.315,0.128,0.21
1u9v,0,2,0.83,0.526666667,2,0.8,0.62,1,1,0.62,22,18.66666667,8,834,579.2333333,67.873,76.018,24.434,98.643,98.643,0.25,19.91,0.367,0.249,0.273,23.529,99.095,96.38,40.271,2.715,24.887,56.561,0.114,0.055,0.136,98.19,2.715,68.326,75.113,47.059,99.095,68.778,25.792,21.719,46.606,48.416,1.357,70.136,50.679,4.072,76.018,21.719,97.738,99.095,1.357,52.941,0.33,0.403,0.249,1.81,0.33,0.262,0.348,0.191,0.009,1.81,19.457,25.792,51.584,22.624,52.941,1.81,73.756,1.357,25.339,47.964,97.285,0.335,0.394,98.643,2.715,21.267,0.2,51.584,0.205,0.282,51.584,55.204,1.357,0.253,99.095,50.679,3.167,50.226,25.339,4.072,77.376,27.149,1.81,24.887,49.774,24.434,80.09,98.19,98.19,0.182,0.323,4.072,47.059,47.511,0.118,0.086,0.774,0.122,0.15,99.095,25.339,69.683,70.136,73.303,50.226,85.973,0.371,26.697,1.81,75.113,26.244,0.264,0.168,1.81,76.923,48.416,0.141,0.259,1.81,98.19,80.09,21.267,73.303,97.738,99.095,73.303,0.282,0.186,46.154,0.068,46.606,23.982,74.208,4.072,98.643,1.357,0.43,0.335,0.217,1.357,76.018,99.095,98.19,0.312,0.131,0.208
1u9x,0,2,0.9,0.715,2,0.78,0.606666667,1,1,0.606666667,18,16.33333333,7,867.3,567.3,67.873,76.018,24.434,98.643,98.643,0.25,19.91,0.367,0.249,0.273,23.529,99.095,96.38,40.271,2.715,24.887,56.561,0.114,0.055,0.136,98.19,2.715,68.326,75.113,47.059,99.095,68.778,25.792,21.719,46.606,48.416,1.357,70.136,50.679,4.072,76.018,21.719,97.738,99.095,1.357,52.941,0.33,0.403,0.249,1.81,0.33,0.262,0.348,0.191,0.009,1.81,19.457,25.792,51.584,22.624,52.941,1.81,73.756,1.357,25.339,47.964,97.285,0.335,0.394,98.643,2.715,21.267,0.2,51.584,0.205,0.282,51.584,55.204,1.357,0.253,99.095,50.679,3.167,50.226,25.339,4.072,77.376,27.149,1.81,24.887,49.774,24.434,80.09,98.19,98.19,0.182,0.323,4.072,47.059,47.511,0.118,0.086,0.774,0.122,0.15,99.095,25.339,69.683,70.136,73.303,50.226,85.973,0.371,26.697,1.81,75.113,26.244,0.264,0.168,1.81,76.923,48.416,0.141,0.259,1.81,98.19,80.09,21.267,73.303,97.738,99.095,73.303,0.282,0.186,46.154,0.068,46.606,23.982,74.208,4.072,98.643,1.357,0.43,0.335,0.217,1.357,76.018,99.095,98.19,0.312,0.131,0.208
1yk7,0,2,0.94,0.745,2,0.81,0.67,1,1,0.67,20,17.33333333,7,1080.8,640.5,68.493,75.799,24.658,98.63,98.63,0.252,19.635,0.365,0.247,0.275,25.114,99.087,96.347,39.726,1.826,24.658,56.164,0.115,0.055,0.138,98.174,1.826,68.037,74.886,46.575,99.087,70.32,25.114,31.507,46.575,47.945,1.37,69.863,51.598,3.196,75.799,31.507,97.717,99.087,1.37,52.511,0.333,0.406,0.247,4.11,0.329,0.265,0.347,0.183,0.009,4.566,19.178,25.114,51.598,22.831,53.881,4.11,73.516,1.826,25.114,48.402,97.26,0.333,0.393,98.63,1.826,23.288,0.193,51.598,0.206,0.275,51.142,54.795,1.37,0.256,99.087,50.228,2.283,49.772,24.658,3.196,77.169,26.484,2.283,24.658,50.228,23.744,79.909,98.174,98.174,0.174,0.326,3.196,47.032,47.489,0.119,0.087,0.776,0.119,0.151,99.087,24.658,69.406,69.863,73.059,50.685,85.845,0.37,26.027,4.566,79.909,25.571,0.261,0.17,2.283,76.712,47.945,0.142,0.252,1.37,98.174,79.909,23.288,73.059,97.717,99.087,73.516,0.284,0.188,45.662,0.069,46.119,23.744,73.973,3.196,98.63,1.37,0.429,0.333,0.219,1.37,75.799,99.087,98.174,0.315,0.128,0.21
2auz,0,1,0.65,0.65,3,0.71,0.613333333,1,1,0.613333333,21,17.66666667,9,885.2,509.2333333,68.493,75.799,24.658,98.63,98.63,0.252,19.635,0.365,0.247,0.275,25.114,99.087,96.347,39.726,1.826,24.658,56.164,0.115,0.055,0.138,98.174,1.826,68.037,74.886,46.575,99.087,70.32,25.114,31.507,46.575,47.945,1.37,69.863,51.598,3.196,75.799,31.507,97.717,99.087,1.37,52.511,0.333,0.406,0.247,4.11,0.329,0.265,0.347,0.183,0.009,4.566,19.178,25.114,51.598,22.831,53.881,4.11,73.516,1.826,25.114,48.402,97.26,0.333,0.393,98.63,1.826,23.288,0.193,51.598,0.206,0.275,51.142,54.795,1.37,0.256,99.087,50.228,2.283,49.772,24.658,3.196,77.169,26.484,2.283,24.658,50.228,23.744,79.909,98.174,98.174,0.174,0.326,3.196,47.032,47.489,0.119,0.087,0.776,0.119,0.151,99.087,24.658,69.406,69.863,73.059,50.685,85.845,0.37,26.027,4.566,79.909,25.571,0.261,0.17,2.283,76.712,47.945,0.142,0.252,1.37,98.174,79.909,23.288,73.059,97.717,99.087,73.516,0.284,0.188,45.662,0.069,46.119,23.744,73.973,3.196,98.63,1.37,0.429,0.333,0.219,1.37,75.799,99.087,98.174,0.315,0.128,0.21
2r6n,0,2,0.61,0.546666667,3,0.79,0.653333333,1,1,0.653333333,24,18.66666667,9,944.1,767.6666667,67.873,76.018,24.434,98.643,98.643,0.25,19.91,0.367,0.249,0.273,23.529,99.095,96.38,40.271,2.715,24.887,56.561,0.114,0.055,0.136,98.19,2.715,68.326,75.113,47.059,99.095,68.778,25.792,21.719,46.606,48.416,1.357,70.136,50.679,4.072,76.018,21.719,97.738,99.095,1.357,52.941,0.33,0.403,0.249,1.81,0.33,0.262,0.348,0.191,0.009,1.81,19.457,25.792,51.584,22.624,52.941,1.81,73.756,1.357,25.339,47.964,97.285,0.335,0.394,98.643,2.715,21.267,0.2,51.584,0.205,0.282,51.584,55.204,1.357,0.253,99.095,50.679,3.167,50.226,25.339,4.072,77.376,27.149,1.81,24.887,49.774,24.434,80.09,98.19,98.19,0.182,0.323,4.072,47.059,47.511,0.118,0.086,0.774,0.122,0.15,99.095,25.339,69.683,70.136,73.303,50.226,85.973,0.371,26.697,1.81,75.113,26.244,0.264,0.168,1.81,76.923,48.416,0.141,0.259,1.81,98.19,80.09,21.267,73.303,97.738,99.095,73.303,0.282,0.186,46.154,0.068,46.606,23.982,74.208,4.072,98.643,1.357,0.43,0.335,0.217,1.357,76.018,99.095,98.19,0.312,0.131,0.208
1B3J,0,1,0.79,0.54,2,0.77,0.633333333,1,1,0.363333333,17,16,5,460.3,333.3333333,78.467,73.723,21.898,98.54,93.431,0.128,23.358,0.361,0.27,0.242,20.073,99.27,99.27,36.861,0.365,22.263,50.365,0.132,0.114,0.183,100,0.73,62.044,63.139,47.445,100,77.737,21.533,25.912,48.175,43.796,0.73,77.737,45.62,1.825,77.007,25.912,99.27,98.54,0.73,44.891,0.343,0.405,0.27,1.095,0.325,0.274,0.281,0.179,0.033,2.19,20.803,24.088,51.095,24.088,50.365,1.095,76.277,0.73,26.642,56.934,100,0.347,0.38,97.08,0.365,24.453,0.227,51.095,0.231,0.297,51.095,60.949,1.825,0.274,99.27,45.985,0.365,57.299,22.628,0.365,72.993,27.737,0.365,22.263,38.321,32.482,67.518,99.635,100,0.198,0.282,2.555,50.73,50,0.176,0.124,0.763,0.113,0.179,98.54,22.628,78.467,80.292,68.248,51.825,95.62,0.445,21.898,1.095,63.139,24.088,0.249,0.26,0.365,74.453,43.796,0.198,0.275,0.365,100,67.518,23.723,68.248,99.27,98.54,78.467,0.289,0.227,56.934,0.066,47.445,28.467,72.993,1.825,97.08,0.73,0.354,0.347,0.299,1.46,71.168,100,99.635,0.303,0.161,0.212
1b55,0,1,0.54,0.335,3,0.81,0.666666667,2,0.74,0.666666667,23,18.33333333,10,1310.7,854.5333333,67.052,76.879,30.058,93.064,93.064,0.151,16.185,0.26,0.295,0.169,20.231,97.688,98.844,49.133,4.624,26.59,54.913,0.192,0.087,0.18,95.376,5.202,56.647,71.676,53.179,94.798,68.208,20.231,20.809,48.555,47.399,1.734,76.301,31.214,2.89,78.035,20.809,97.688,98.266,1.734,52.601,0.393,0.486,0.295,6.358,0.197,0.306,0.237,0.169,0.029,7.514,15.607,26.59,45.087,18.497,54.913,6.358,69.364,5.202,24.855,48.555,95.376,0.37,0.301,98.844,2.89,22.543,0.128,45.087,0.18,0.256,57.225,62.428,1.734,0.306,97.688,45.665,4.624,55.491,40.462,2.89,76.301,26.012,4.624,26.59,30.636,23.699,71.676,98.844,98.844,0.093,0.203,2.89,43.931,38.728,0.169,0.121,0.699,0.156,0.238,94.798,34.682,67.63,68.208,71.676,54.335,98.266,0.434,33.526,7.514,70.52,23.121,0.18,0.233,4.624,76.879,47.399,0.203,0.221,1.734,95.376,71.676,27.746,71.676,97.11,94.798,67.63,0.203,0.279,50.289,0.081,51.445,24.855,75.723,2.89,98.844,1.734,0.358,0.37,0.249,1.734,74.566,98.844,98.844,0.358,0.173,0.249
1E8C,0,6,0.97,0.943333333,5,0.82,0.806666667,2,0.81,0.396666667,20,17,12,881.7,697.3333333,72.892,74.9,23.494,100,99.398,0.131,23.896,0.416,0.213,0.252,25.502,98.996,98.996,48.795,0.803,21.888,51.406,0.109,0.082,0.195,100,2.209,78.514,74.498,50,100,73.695,26.707,28.112,49.197,49.598,0.201,76.305,52.811,1.004,72.892,28.112,99.197,100,0.201,47.791,0.355,0.406,0.213,0.602,0.382,0.249,0.267,0.143,0.026,0.602,19.88,24.9,52.209,24.9,50.201,0.602,72.49,0.402,25.301,46.988,99.598,0.283,0.412,99.398,0.803,24.096,0.185,52.209,0.181,0.288,50.602,80.723,0.201,0.305,98.996,49.598,0.402,49.799,20.884,0.803,75.301,25.904,0.402,21.888,54.418,24.699,75.904,95.582,99.598,0.173,0.316,2.41,48.594,48.394,0.139,0.127,0.783,0.09,0.149,100,24.9,69.478,71.888,78.514,48.996,96.787,0.484,20.683,0.602,78.112,26.506,0.256,0.207,0.402,75.301,49.598,0.167,0.26,0.201,99.598,75.904,23.293,78.514,98.996,100,72.49,0.308,0.171,45.984,0.038,47.189,24.297,74.096,1.004,99.398,0.201,0.5,0.283,0.217,0.201,73.896,100,98.996,0.327,0.133,0.159
1eup,0,2,0.98,0.98,3,0.82,0.726666667,1,1,0.726666667,18,16.33333333,13,1923.1,1427.466667,74.693,74.201,23.096,98.771,98.771,0.165,25.307,0.42,0.204,0.249,31.204,99.017,99.017,45.209,1.474,25.553,52.334,0.123,0.091,0.239,99.509,0.983,79.115,73.464,49.631,98.28,74.447,29.975,20.639,51.843,46.192,0.737,71.99,45.7,1.229,75.43,20.639,99.509,99.017,0.737,49.631,0.361,0.43,0.204,3.194,0.356,0.26,0.287,0.15,0.017,6.143,25.307,30.221,42.015,28.01,53.808,3.194,71.007,1.474,24.57,52.58,99.509,0.297,0.378,99.263,1.229,23.096,0.175,42.015,0.202,0.3,49.386,68.796,0.737,0.314,99.017,50.123,1.72,43.489,23.587,1.229,75.43,21.376,1.72,25.553,44.717,18.182,81.327,98.28,99.509,0.145,0.318,0.983,51.843,52.58,0.123,0.157,0.732,0.101,0.121,98.771,28.501,71.499,74.693,72.236,52.58,99.263,0.442,23.342,3.44,81.572,27.027,0.232,0.239,1.72,76.904,46.192,0.2,0.224,0.737,99.509,81.327,22.85,72.236,98.526,98.771,77.887,0.313,0.155,42.506,0.034,45.455,21.622,73.219,1.229,99.263,0.737,0.469,0.297,0.224,0.737,71.253,99.509,99.017,0.337,0.12,0.177
1g1f,0,0,0.37,0.3,4,0.72,0.68,1,0.62,0.68,11,10.66666667,12,984.6,723.6333333,74.834,77.152,21.854,98.675,97.351,0.133,18.543,0.315,0.291,0.193,31.126,98.013,99.007,45.695,1.325,19.868,52.98,0.146,0.126,0.213,98.675,0.993,79.139,76.159,47.682,98.675,76.49,31.126,19.868,50.662,43.377,4.967,71.192,43.046,0.993,73.51,19.868,98.013,99.007,4.305,48.344,0.364,0.421,0.291,0.993,0.275,0.262,0.258,0.189,0.043,2.318,15.563,25.828,44.04,24.834,57.616,0.993,61.921,4.305,27.815,55.298,99.338,0.358,0.315,99.338,1.325,26.159,0.156,44.04,0.233,0.246,51.325,69.205,2.98,0.315,98.013,47.02,1.325,51.325,21.192,1.325,77.483,28.477,1.325,19.868,40.397,27.152,73.841,99.007,99.338,0.14,0.229,2.98,59.272,59.272,0.169,0.149,0.709,0.129,0.262,98.675,25.828,69.536,72.185,73.841,51.987,99.338,0.467,21.192,2.318,73.841,29.801,0.236,0.239,1.325,76.159,43.377,0.236,0.179,0.993,99.338,73.841,26.159,73.841,97.02,98.675,73.51,0.216,0.289,51.325,0.083,42.384,27.152,70.53,0.993,99.338,0.993,0.371,0.358,0.258,4.305,70.861,98.675,99.007,0.344,0.159,0.209
1gym,0,0,0.04,0.04,2,0.8,0.603333333,1,0.87,0.603333333,18,15.33333333,4,1287.2,541.2,71.523,76.49,23.841,99.007,99.007,0.179,23.51,0.338,0.278,0.216,23.841,98.675,99.338,42.384,2.318,25.497,46.026,0.15,0.113,0.189,98.013,1.325,69.205,72.517,52.98,98.013,71.523,22.517,24.172,52.318,51.325,0.993,76.49,45.033,1.987,76.49,24.172,98.675,99.338,0.993,53.311,0.371,0.417,0.278,3.974,0.291,0.308,0.318,0.173,0.027,4.636,24.172,27.152,46.026,24.172,48.013,3.974,75.497,1.325,24.503,51.656,98.013,0.354,0.358,99.338,1.987,23.841,0.183,46.026,0.246,0.249,48.013,68.874,0.993,0.275,98.675,44.702,2.649,52.98,25.828,1.987,73.179,26.49,2.318,25.497,48.344,20.861,71.854,99.338,98.013,0.176,0.213,1.987,48.675,49.338,0.186,0.129,0.748,0.109,0.243,99.007,26.49,74.172,77.815,72.517,50.993,99.338,0.361,25.166,4.636,69.205,26.49,0.219,0.213,2.318,76.821,51.325,0.203,0.233,0.993,98.013,71.854,21.523,72.517,98.675,99.007,74.172,0.233,0.249,47.02,0.043,56.623,24.834,76.821,1.987,99.338,0.993,0.344,0.354,0.288,0.993,76.821,98.675,99.338,0.338,0.129,0.228
1IAR,0,1,0.6,0.335,1,0.51,0.486666667,0,0.05,0.033333333,13,12.66666667,7,270.3,300.5333333,72.868,72.093,27.907,97.674,97.674,0.117,32.558,0.302,0.279,0.203,24.806,98.45,94.574,33.333,6.202,28.682,50.388,0.109,0.125,0.148,100,0.775,68.217,72.868,50.388,100,71.318,18.605,36.434,68.992,55.039,0.775,62.016,57.364,2.326,73.643,36.434,98.45,97.674,3.101,51.163,0.372,0.426,0.279,0.775,0.295,0.302,0.171,0.242,0.07,1.55,32.558,17.829,57.364,28.682,51.163,0.775,79.845,3.101,23.256,44.961,100,0.372,0.326,97.674,2.326,23.256,0.117,57.364,0.195,0.258,50.388,67.442,2.326,0.302,98.45,54.264,3.101,34.884,20.155,3.876,72.093,18.605,1.55,28.682,58.14,21.705,70.543,94.574,100,0.117,0.266,2.326,38.76,38.76,0.18,0.109,0.729,0.163,0.227,97.674,17.829,77.519,72.868,79.07,50.388,94.574,0.527,14.729,0.775,65.891,20.93,0.172,0.305,1.55,71.318,55.039,0.234,0.203,0.775,100,70.543,23.256,79.07,98.45,97.674,77.519,0.242,0.266,44.186,0.102,55.039,26.357,76.744,2.326,97.674,0.775,0.38,0.372,0.248,3.101,75.194,100,98.45,0.318,0.202,0.186
1jf7,0,1,0.66,0.343333333,3,0.77,0.626666667,0,0.08,0.626666667,21,17.33333333,10,896,595.4666667,74.834,75.828,21.854,98.675,97.351,0.136,18.543,0.311,0.291,0.199,31.126,98.013,99.007,45.695,1.325,19.868,53.642,0.146,0.13,0.213,98.675,0.993,79.139,77.483,48.344,98.675,76.49,32.119,19.868,50.662,43.377,4.967,71.854,43.046,0.993,73.51,19.868,98.013,99.007,4.305,48.344,0.364,0.424,0.291,0.993,0.272,0.265,0.258,0.189,0.043,2.318,15.563,25.828,44.04,24.834,57.616,0.993,61.921,4.305,27.815,55.298,99.338,0.358,0.311,99.338,1.325,26.159,0.153,44.04,0.233,0.246,51.325,69.205,2.98,0.318,98.013,47.02,1.325,51.656,21.192,1.325,77.483,30.795,1.325,19.868,40.397,27.152,73.841,99.007,99.338,0.136,0.233,2.98,59.272,59.272,0.169,0.149,0.709,0.129,0.262,98.675,26.49,69.536,72.185,73.841,51.987,99.338,0.464,21.192,2.318,73.841,29.801,0.233,0.243,1.325,76.159,43.377,0.236,0.179,0.993,99.338,73.841,26.159,73.841,97.02,98.675,73.51,0.216,0.292,51.325,0.083,42.384,27.152,70.861,0.993,99.338,0.993,0.371,0.358,0.258,4.305,70.861,98.675,99.007,0.348,0.159,0.209
1nny,0,1,0.74,0.423333333,5,0.63,0.606666667,1,0.59,0.606666667,25,18.66666667,8,1293.3,709.4666667,75.385,72.308,22.154,99.077,97.538,0.13,17.846,0.32,0.286,0.191,29.231,98.154,99.385,45.846,1.231,19.385,53.231,0.145,0.127,0.219,99.077,0.923,74.154,76.615,50.154,99.077,71.077,30.154,19.077,57.538,41.231,4.615,68,44,0.923,72.923,19.077,98.154,99.077,4,48.308,0.363,0.449,0.286,0.923,0.252,0.252,0.274,0.188,0.04,2.154,15.077,25.846,42.154,23.692,55.692,0.923,81.231,4,27.077,55.385,92.308,0.354,0.326,99.385,1.231,24.308,0.154,42.154,0.222,0.241,49.231,74.462,2.769,0.308,98.154,46.769,1.231,48.308,24,1.231,72.923,28.615,1.231,19.385,40.923,27.385,73.538,99.385,99.385,0.127,0.219,2.769,57.538,55.077,0.182,0.148,0.711,0.129,0.256,99.077,27.385,75.077,74.769,74.154,51.692,98.462,0.462,20,2.154,74.154,28.923,0.244,0.235,1.231,72.308,41.231,0.231,0.191,0.923,98.769,73.538,27.077,74.154,97.846,99.077,75.385,0.216,0.296,54.462,0.096,45.846,27.077,77.231,0.923,99.385,0.923,0.357,0.354,0.277,4,72.615,99.385,99.385,0.335,0.163,0.237
1onz,0,1,0.86,0.383333333,4,0.6,0.586666667,1,0.73,0.586666667,28,18.33333333,9,1378.8,712.5333333,75.385,72.308,22.154,99.077,97.538,0.13,17.846,0.32,0.286,0.191,29.231,98.154,99.385,45.846,1.231,19.385,53.231,0.145,0.127,0.219,99.077,0.923,74.154,76.615,50.154,99.077,71.077,30.154,19.077,57.538,41.231,4.615,68,44,0.923,72.923,19.077,98.154,99.077,4,48.308,0.363,0.449,0.286,0.923,0.252,0.252,0.274,0.188,0.04,2.154,15.077,25.846,42.154,23.692,55.692,0.923,81.231,4,27.077,55.385,92.308,0.354,0.326,99.385,1.231,24.308,0.154,42.154,0.222,0.241,49.231,74.462,2.769,0.308,98.154,46.769,1.231,48.308,24,1.231,72.923,28.615,1.231,19.385,40.923,27.385,73.538,99.385,99.385,0.127,0.219,2.769,57.538,55.077,0.182,0.148,0.711,0.129,0.256,99.077,27.385,75.077,74.769,74.154,51.692,98.462,0.462,20,2.154,74.154,28.923,0.244,0.235,1.231,72.308,41.231,0.231,0.191,0.923,98.769,73.538,27.077,74.154,97.846,99.077,75.385,0.216,0.296,54.462,0.096,45.846,27.077,77.231,0.923,99.385,0.923,0.357,0.354,0.277,4,72.615,99.385,99.385,0.335,0.163,0.237
1PTY,0,0,0.37,0,2,0.63,0.615,1,1,1,23,13.6,25,906.8,620.9,74.644,71.795,27.066,97.721,97.721,0.229,25.926,0.33,0.282,0.209,25.641,97.436,98.86,51.282,1.425,22.507,46.439,0.171,0.091,0.191,99.43,0.855,79.487,78.917,43.02,99.43,74.644,24.501,26.211,47.578,50.997,0.855,73.789,52.422,0.855,72.65,26.211,98.291,98.86,1.14,43.02,0.356,0.422,0.282,0.855,0.285,0.336,0.271,0.157,0.031,4.274,25.926,19.373,55.271,23.362,44.16,0.855,72.934,1.14,25.356,49.288,99.43,0.328,0.368,98.86,1.425,31.054,0.166,55.271,0.229,0.251,52.137,77.778,1.709,0.293,97.436,48.433,1.14,52.707,15.67,1.709,70.655,25.641,1.14,22.507,52.422,28.49,77.493,98.86,99.43,0.149,0.209,0.855,49.003,48.718,0.171,0.123,0.744,0.123,0.243,97.721,19.943,77.493,74.644,78.632,48.148,98.006,0.382,18.803,1.994,79.487,25.641,0.214,0.22,1.14,68.091,50.997,0.191,0.231,1.994,99.43,77.493,29.06,78.632,99.145,97.721,72.934,0.203,0.271,53.561,0.057,37.892,28.775,72.65,1.709,98.86,0.855,0.396,0.328,0.265,1.14,70.655,99.43,98.86,0.359,0.148,0.197
1pvb,0,0,0,0,1,0.74,0.456666667,0,0.48,0.456666667,25,20,3,164.9,173.9,76.786,70.536,22.321,97.321,97.321,0.126,25,0.464,0.241,0.252,19.643,96.429,96.429,55.357,26.786,35.714,46.429,0.054,0.063,0.225,98.214,3.571,58.929,70.536,54.464,95.536,76.786,27.679,25.893,50.893,54.464,3.571,71.429,41.071,4.464,71.429,25.893,98.214,98.214,3.571,54.464,0.241,0.259,0.241,4.464,0.455,0.205,0.277,0.171,0.045,8.036,25.893,33.036,43.75,24.107,45.536,4.464,63.393,3.571,22.321,42.857,98.214,0.321,0.357,97.321,7.143,18.75,0.225,43.75,0.144,0.315,46.429,80.357,4.464,0.277,96.429,48.214,8.929,45.536,48.214,7.143,70.536,27.679,8.036,35.714,41.071,22.321,68.75,91.964,91.071,0.225,0.261,4.464,49.107,47.321,0.081,0.179,0.661,0.116,0.153,97.321,33.036,66.964,73.214,74.107,48.214,91.964,0.473,38.393,8.036,58.929,28.571,0.243,0.198,8.036,76.786,54.464,0.162,0.234,5.357,98.214,68.75,19.643,74.107,96.429,97.321,80.357,0.225,0.153,44.643,0.009,57.143,18.75,63.393,4.464,97.321,3.571,0.5,0.321,0.134,3.571,63.393,98.214,96.429,0.286,0.125,0.089
1q1m,0,1,0.73,0.49,3,0.61,0.573333333,1,0.73,0.573333333,26,15.66666667,9,1041.4,706.2,75.385,72.308,22.154,99.077,97.538,0.13,17.846,0.32,0.286,0.191,29.231,98.154,99.385,45.846,1.231,19.385,53.231,0.145,0.127,0.219,99.077,0.923,74.154,76.615,50.154,99.077,71.077,30.154,19.077,57.538,41.231,4.615,68,44,0.923,72.923,19.077,98.154,99.077,4,48.308,0.363,0.449,0.286,0.923,0.252,0.252,0.274,0.188,0.04,2.154,15.077,25.846,42.154,23.692,55.692,0.923,81.231,4,27.077,55.385,92.308,0.354,0.326,99.385,1.231,24.308,0.154,42.154,0.222,0.241,49.231,74.462,2.769,0.308,98.154,46.769,1.231,48.308,24,1.231,72.923,28.615,1.231,19.385,40.923,27.385,73.538,99.385,99.385,0.127,0.219,2.769,57.538,55.077,0.182,0.148,0.711,0.129,0.256,99.077,27.385,75.077,74.769,74.154,51.692,98.462,0.462,20,2.154,74.154,28.923,0.244,0.235,1.231,72.308,41.231,0.231,0.191,0.923,98.769,73.538,27.077,74.154,97.846,99.077,75.385,0.216,0.296,54.462,0.096,45.846,27.077,77.231,0.923,99.385,0.923,0.357,0.354,0.277,4,72.615,99.385,99.385,0.335,0.163,0.237
